FullGeoName,Pathogen Target,State/Territory,Counties Served,Location,Population Served,Source,Detection Category,Detection Count,Sample Count,Time Period,Table Time Period,Week End,Date Updated
,Measles virus,Illinois,Cook,Id:428,"467,536",State_Territory,No Detection,0,1,"May 24, 2026 - May 30, 2026","April 19, 2026 - May 30, 2026",2026-05-30,"June 04, 2026 3:40 AM"
,Measles virus,Illinois,Cook,Id:424,"83,455",State_Territory,No Detection,0,3,"May 24, 2026 - May 30, 2026","April 19, 2026 - May 30, 2026",2026-05-30,"June 04, 2026 3:40 AM"
,Measles virus,Illinois,Cook,Id:421,"721,207",State_Territory,No Detection,0,3,"May 24, 2026 - May 30, 2026","April 19, 2026 - May 30, 2026",2026-05-30,"June 04, 2026 3:40 AM"
,Measles virus,Indiana,Hamilton,Id:510,"86,000",WastewaterSCAN,No Detection,0,3,"May 24, 2026 - May 30, 2026","April 19, 2026 - May 30, 2026",2026-05-30,"June 04, 2026 3:40 AM"
,Measles virus,Indiana,Clark,Id:505,"25,000",WastewaterSCAN,No Detection,0,3,"May 24, 2026 - May 30, 2026","April 19, 2026 - May 30, 2026",2026-05-30,"June 04, 2026 3:40 AM"
,Measles virus,Indiana,Monroe,Id:523,"56,090",WastewaterSCAN,No Detection,0,2,"May 24, 2026 - May 30, 2026","April 19, 2026 - May 30, 2026",2026-05-30,"June 04, 2026 3:40 AM"
,Measles virus,Indiana,St Joseph,Id:529,"130,000",WastewaterSCAN,No Detection,0,3,"May 24, 2026 - May 30, 2026","April 19, 2026 - May 30, 2026",2026-05-30,"June 04, 2026 3:40 AM"
,Measles virus,Indiana,Clark,Id:506,"25,000",WastewaterSCAN,No Detection,0,3,"May 24, 2026 - May 30, 2026","April 19, 2026 - May 30, 2026",2026-05-30,"June 04, 2026 3:40 AM"
,Measles virus,Iowa,Wapello,Id:541,"25,529",WastewaterSCAN,No Detection,0,3,"May 24, 2026 - May 30, 2026","April 19, 2026 - May 30, 2026",2026-05-30,"June 04, 2026 3:40 AM"
,Measles virus,Iowa,"Dakota, Woodbury, Union",Id:543,"110,000",CDC_Verily,No Detection,0,2,"May 24, 2026 - May 30, 2026","April 19, 2026 - May 30, 2026",2026-05-30,"June 04, 2026 3:40 AM"
,Measles virus,Iowa,Clinton,Id:533,"29,300",WastewaterSCAN,No Detection,0,3,"May 24, 2026 - May 30, 2026","April 19, 2026 - May 30, 2026",2026-05-30,"June 04, 2026 3:40 AM"
,Measles virus,Iowa,Johnson,Id:536,"23,000",WastewaterSCAN,No Detection,0,3,"May 24, 2026 - May 30, 2026","April 19, 2026 - May 30, 2026",2026-05-30,"June 04, 2026 3:40 AM"
,Measles virus,Iowa,Muscatine,Id:540,"24,400",WastewaterSCAN,No Detection,0,3,"May 24, 2026 - May 30, 2026","April 19, 2026 - May 30, 2026",2026-05-30,"June 04, 2026 3:40 AM"
,Measles virus,Iowa,Johnson,Id:535,"75,000",CDC_Verily,No Detection,0,2,"May 24, 2026 - May 30, 2026","April 19, 2026 - May 30, 2026",2026-05-30,"June 04, 2026 3:40 AM"
,Measles virus,Iowa,Marshall,Id:539,"27,400",WastewaterSCAN,No Detection,0,3,"May 24, 2026 - May 30, 2026","April 19, 2026 - May 30, 2026",2026-05-30,"June 04, 2026 3:40 AM"
,Measles virus,Kansas,Shawnee,Id:553,"40,000",CDC_Verily,No Detection,0,2,"May 24, 2026 - May 30, 2026","April 19, 2026 - May 30, 2026",2026-05-30,"June 04, 2026 3:40 AM"
,Measles virus,Kansas,Wyandotte,Id:557,"15,000",WastewaterSCAN,No Detection,0,3,"May 24, 2026 - May 30, 2026","April 19, 2026 - May 30, 2026",2026-05-30,"June 04, 2026 3:40 AM"
,Measles virus,Kansas,Saline,Id:552,"47,000",WastewaterSCAN,No Detection,0,3,"May 24, 2026 - May 30, 2026","April 19, 2026 - May 30, 2026",2026-05-30,"June 04, 2026 3:40 AM"
,Measles virus,Kansas,Wyandotte,Id:555,"35,000",WastewaterSCAN,No Detection,0,3,"May 24, 2026 - May 30, 2026","April 19, 2026 - May 30, 2026",2026-05-30,"June 04, 2026 3:40 AM"
,Measles virus,Kansas,Douglas,Id:545,"80,000",WastewaterSCAN,No Detection,0,2,"May 24, 2026 - May 30, 2026","April 19, 2026 - May 30, 2026",2026-05-30,"June 04, 2026 3:40 AM"
,Measles virus,Kansas,Wyandotte,Id:556,"90,000",WastewaterSCAN,No Detection,0,3,"May 24, 2026 - May 30, 2026","April 19, 2026 - May 30, 2026",2026-05-30,"June 04, 2026 3:40 AM"
,Measles virus,Kansas,Shawnee,Id:554,"95,000",CDC_Verily,No Detection,0,2,"May 24, 2026 - May 30, 2026","April 19, 2026 - May 30, 2026",2026-05-30,"June 04, 2026 3:40 AM"
,Measles virus,Kentucky,Jefferson,Id:568,"426,007",WastewaterSCAN,No Detection,0,3,"May 24, 2026 - May 30, 2026","April 19, 2026 - May 30, 2026",2026-05-30,"June 04, 2026 3:40 AM"
,Measles virus,Louisiana,Orleans,Id:639,"50,591","CDC_Verily, WastewaterSCAN",No Detection,0,3,"May 24, 2026 - May 30, 2026","April 19, 2026 - May 30, 2026",2026-05-30,"June 04, 2026 3:40 AM"
,Measles virus,Maine,Aroostook,Id:698,"5,000",CDC_Verily,No Detection,0,2,"May 24, 2026 - May 30, 2026","April 19, 2026 - May 30, 2026",2026-05-30,"June 04, 2026 3:40 AM"
,Measles virus,Maine,Lincoln,Id:709,"2,222",CDC_Verily,No Detection,0,1,"May 24, 2026 - May 30, 2026","April 19, 2026 - May 30, 2026",2026-05-30,"June 04, 2026 3:40 AM"
,Measles virus,Maine,Cumberland,Id:703,"6,000",CDC_Verily,No Detection,0,2,"May 24, 2026 - May 30, 2026","April 19, 2026 - May 30, 2026",2026-05-30,"June 04, 2026 3:40 AM"
,Measles virus,Maine,Knox,Id:708,"7,000",CDC_Verily,No Detection,0,2,"May 24, 2026 - May 30, 2026","April 19, 2026 - May 30, 2026",2026-05-30,"June 04, 2026 3:40 AM"
,Measles virus,Maine,Sagadahoc,Id:716,"8,700",CDC_Verily,No Detection,0,2,"May 24, 2026 - May 30, 2026","April 19, 2026 - May 30, 2026",2026-05-30,"June 04, 2026 3:40 AM"
,Measles virus,Maine,Penobscot,Id:712,"40,000",WastewaterSCAN,No Detection,0,3,"May 24, 2026 - May 30, 2026","April 19, 2026 - May 30, 2026",2026-05-30,"June 04, 2026 3:40 AM"
,Measles virus,Maine,Oxford,Id:710,"1,500",CDC_Verily,No Detection,0,2,"May 24, 2026 - May 30, 2026","April 19, 2026 - May 30, 2026",2026-05-30,"June 04, 2026 3:40 AM"
,Measles virus,Maine,Cumberland,Id:700,"65,000",WastewaterSCAN,No Detection,0,3,"May 24, 2026 - May 30, 2026","April 19, 2026 - May 30, 2026",2026-05-30,"June 04, 2026 3:40 AM"
,Measles virus,Maine,York,Id:722,"20,000",CDC_Verily,No Detection,0,2,"May 24, 2026 - May 30, 2026","April 19, 2026 - May 30, 2026",2026-05-30,"June 04, 2026 3:40 AM"
,Measles virus,Maine,Cumberland,Id:702,"8,500",CDC_Verily,No Detection,0,2,"May 24, 2026 - May 30, 2026","April 19, 2026 - May 30, 2026",2026-05-30,"June 04, 2026 3:40 AM"
,Measles virus,Maine,Androscoggin,Id:694,"60,000",WastewaterSCAN,No Detection,0,2,"May 24, 2026 - May 30, 2026","April 19, 2026 - May 30, 2026",2026-05-30,"June 04, 2026 3:40 AM"
,Measles virus,Maryland,Anne Arundel,Id:727,"91,838",CDC_Verily,No Detection,0,2,"May 24, 2026 - May 30, 2026","April 19, 2026 - May 30, 2026",2026-05-30,"June 04, 2026 3:40 AM"
,Measles virus,Maryland,Montgomery,Id:2440,"5,354",CDC_Verily,No Detection,0,1,"May 24, 2026 - May 30, 2026","April 19, 2026 - May 30, 2026",2026-05-30,"June 04, 2026 3:40 AM"
,Measles virus,Maryland,Anne Arundel,Id:731,"78,365",CDC_Verily,No Detection,0,2,"May 24, 2026 - May 30, 2026","April 19, 2026 - May 30, 2026",2026-05-30,"June 04, 2026 3:40 AM"
,Measles virus,Maryland,Prince Georges,Id:2517,"55,848",CDC_Verily,No Detection,0,1,"May 24, 2026 - May 30, 2026","April 19, 2026 - May 30, 2026",2026-05-30,"June 04, 2026 3:40 AM"
,Measles virus,Maryland,Anne Arundel,Id:726,"89,319",CDC_Verily,No Detection,0,2,"May 24, 2026 - May 30, 2026","April 19, 2026 - May 30, 2026",2026-05-30,"June 04, 2026 3:40 AM"
,Measles virus,Maryland,Anne Arundel,Id:728,"11,802",CDC_Verily,No Detection,0,2,"May 24, 2026 - May 30, 2026","April 19, 2026 - May 30, 2026",2026-05-30,"June 04, 2026 3:40 AM"
,Measles virus,Maryland,Saint Marys,Id:736,"55,000",WastewaterSCAN,No Detection,0,2,"May 24, 2026 - May 30, 2026","April 19, 2026 - May 30, 2026",2026-05-30,"June 04, 2026 3:40 AM"
,Measles virus,Maryland,Anne Arundel,Id:729,"150,078",CDC_Verily,No Detection,0,2,"May 24, 2026 - May 30, 2026","April 19, 2026 - May 30, 2026",2026-05-30,"June 04, 2026 3:40 AM"
,Measles virus,Maryland,Anne Arundel,Id:730,"22,660",CDC_Verily,No Detection,0,2,"May 24, 2026 - May 30, 2026","April 19, 2026 - May 30, 2026",2026-05-30,"June 04, 2026 3:40 AM"
,Measles virus,Maryland,Washington,Id:737,"90,000","CDC_Verily, WastewaterSCAN",No Detection,0,3,"May 24, 2026 - May 30, 2026","April 19, 2026 - May 30, 2026",2026-05-30,"June 04, 2026 3:40 AM"
,Measles virus,Maryland,Montgomery,Id:2441,"208,364",CDC_Verily,No Detection,0,1,"May 24, 2026 - May 30, 2026","April 19, 2026 - May 30, 2026",2026-05-30,"June 04, 2026 3:40 AM"
,Measles virus,Maryland,Garrett,Id:734,"3,000",CDC_Verily,No Detection,0,2,"May 24, 2026 - May 30, 2026","April 19, 2026 - May 30, 2026",2026-05-30,"June 04, 2026 3:40 AM"
,Measles virus,Massachusetts,Worcester,Id:760,"250,000",WastewaterSCAN,No Detection,0,3,"May 24, 2026 - May 30, 2026","April 19, 2026 - May 30, 2026",2026-05-30,"June 04, 2026 3:40 AM"
,Measles virus,Massachusetts,"Suffolk, Middlesex, Worcester, Plymouth, Norfolk",Id:742,"2,400,000",WastewaterSCAN,No Detection,0,2,"May 24, 2026 - May 30, 2026","April 19, 2026 - May 30, 2026",2026-05-30,"June 04, 2026 3:40 AM"
,Measles virus,Massachusetts,Hampden,Id:740,"55,000",CDC_Verily,No Detection,0,2,"May 24, 2026 - May 30, 2026","April 19, 2026 - May 30, 2026",2026-05-30,"June 04, 2026 3:40 AM"
,Measles virus,Michigan,Macomb,Id:895,"140,000",WastewaterSCAN,No Detection,0,3,"May 24, 2026 - May 30, 2026","April 19, 2026 - May 30, 2026",2026-05-30,"June 04, 2026 3:40 AM"
,Measles virus,Michigan,Jackson,Id:845,"90,000",WastewaterSCAN,No Detection,0,3,"May 24, 2026 - May 30, 2026","April 19, 2026 - May 30, 2026",2026-05-30,"June 04, 2026 3:40 AM"
,Measles virus,Michigan,Washtenaw,Id:954,"125,000",WastewaterSCAN,No Detection,0,3,"May 24, 2026 - May 30, 2026","April 19, 2026 - May 30, 2026",2026-05-30,"June 04, 2026 3:40 AM"
,Measles virus,Michigan,Isabella,Id:833,"21,690",WastewaterSCAN,No Detection,0,3,"May 24, 2026 - May 30, 2026","April 19, 2026 - May 30, 2026",2026-05-30,"June 04, 2026 3:40 AM"
,Measles virus,Michigan,Kent,Id:886,"75,000",WastewaterSCAN,No Detection,0,3,"May 24, 2026 - May 30, 2026","April 19, 2026 - May 30, 2026",2026-05-30,"June 04, 2026 3:40 AM"
,Measles virus,Michigan,Grand Traverse,Id:798,"30,623",WastewaterSCAN,No Detection,0,3,"May 24, 2026 - May 30, 2026","April 19, 2026 - May 30, 2026",2026-05-30,"June 04, 2026 3:40 AM"
,Measles virus,Minnesota,"Sherburne, Benton, Stearns",Id:1028,"120,000",WastewaterSCAN,No Detection,0,3,"May 24, 2026 - May 30, 2026","April 19, 2026 - May 30, 2026",2026-05-30,"June 04, 2026 3:40 AM"
,Measles virus,Minnesota,Goodhue,Id:1003,"16,000",WastewaterSCAN,No Detection,0,3,"May 24, 2026 - May 30, 2026","April 19, 2026 - May 30, 2026",2026-05-30,"June 04, 2026 3:40 AM"
,Measles virus,Minnesota,"Blue Earth, Nicollet",Id:993,"70,000",WastewaterSCAN,No Detection,0,3,"May 24, 2026 - May 30, 2026","April 19, 2026 - May 30, 2026",2026-05-30,"June 04, 2026 3:40 AM"
,Measles virus,Minnesota,Olmsted,Id:1017,"120,000",WastewaterSCAN,No Detection,0,3,"May 24, 2026 - May 30, 2026","April 19, 2026 - May 30, 2026",2026-05-30,"June 04, 2026 3:40 AM"
,Measles virus,Mississippi,Jackson,Id:1033,"19,008",WastewaterSCAN,No Detection,0,3,"May 24, 2026 - May 30, 2026","April 19, 2026 - May 30, 2026",2026-05-30,"June 04, 2026 3:40 AM"
,Measles virus,Mississippi,Jackson,Id:1034,"34,333",WastewaterSCAN,No Detection,0,3,"May 24, 2026 - May 30, 2026","April 19, 2026 - May 30, 2026",2026-05-30,"June 04, 2026 3:40 AM"
,Measles virus,Missouri,"Platte, Clay",Id:1110,"12,855",State_Territory,No Detection,0,1,"May 24, 2026 - May 30, 2026","April 19, 2026 - May 30, 2026",2026-05-30,"June 04, 2026 3:40 AM"
,Measles virus,Missouri,Jefferson,Id:1081,"48,000",CDC_Verily,No Detection,0,1,"May 24, 2026 - May 30, 2026","April 19, 2026 - May 30, 2026",2026-05-30,"June 04, 2026 3:40 AM"
,Measles virus,Missouri,"Johnson, Jackson, Cass",Id:1074,"25,000",State_Territory,No Detection,0,1,"May 24, 2026 - May 30, 2026","April 19, 2026 - May 30, 2026",2026-05-30,"June 04, 2026 3:40 AM"
,Measles virus,Missouri,Clay,Id:1057,"12,000",State_Territory,No Detection,0,1,"May 24, 2026 - May 30, 2026","April 19, 2026 - May 30, 2026",2026-05-30,"June 04, 2026 3:40 AM"
,Measles virus,Missouri,"Platte, Clay",Id:1055,"76,759",State_Territory,No Detection,0,1,"May 24, 2026 - May 30, 2026","April 19, 2026 - May 30, 2026",2026-05-30,"June 04, 2026 3:40 AM"
,Measles virus,Missouri,"Platte, Clay",Id:1056,"13,940",State_Territory,No Detection,0,1,"May 24, 2026 - May 30, 2026","April 19, 2026 - May 30, 2026",2026-05-30,"June 04, 2026 3:40 AM"
,Measles virus,Missouri,"Johnson, Jackson, Wyandotte",Id:1075,"61,250",State_Territory,No Detection,0,1,"May 24, 2026 - May 30, 2026","April 19, 2026 - May 30, 2026",2026-05-30,"June 04, 2026 3:40 AM"
,Measles virus,Missouri,Greene,Id:1066,"22,818",State_Territory,No Detection,0,1,"May 24, 2026 - May 30, 2026","April 19, 2026 - May 30, 2026",2026-05-30,"June 04, 2026 3:40 AM"
,Measles virus,Missouri,"Johnson, Jackson, Clay, Cass",Id:1073,"25,000",State_Territory,No Detection,0,1,"May 24, 2026 - May 30, 2026","April 19, 2026 - May 30, 2026",2026-05-30,"June 04, 2026 3:40 AM"
,Measles virus,Montana,Lewis And Clark,Id:1147,"37,125",State_Territory,No Detection,0,2,"May 24, 2026 - May 30, 2026","April 19, 2026 - May 30, 2026",2026-05-30,"June 04, 2026 3:40 AM"
,Measles virus,Montana,Hill,Id:1144,"10,000",State_Territory,No Detection,0,2,"May 24, 2026 - May 30, 2026","April 19, 2026 - May 30, 2026",2026-05-30,"June 04, 2026 3:40 AM"
,Measles virus,Montana,Silver Bow,Id:1150,"35,000",State_Territory,No Detection,0,2,"May 24, 2026 - May 30, 2026","April 19, 2026 - May 30, 2026",2026-05-30,"June 04, 2026 3:40 AM"
,Measles virus,Montana,Lewis And Clark,Id:1146,"2,273",State_Territory,No Detection,0,2,"May 24, 2026 - May 30, 2026","April 19, 2026 - May 30, 2026",2026-05-30,"June 04, 2026 3:40 AM"
,Measles virus,Nebraska,Lancaster,Id:1162,"100,000","State_Territory, WastewaterSCAN",No Detection,0,3,"May 24, 2026 - May 30, 2026","April 19, 2026 - May 30, 2026",2026-05-30,"June 04, 2026 3:40 AM"
,Measles virus,Nebraska,Lancaster,Id:1164,"200,000","State_Territory, WastewaterSCAN",No Detection,0,3,"May 24, 2026 - May 30, 2026","April 19, 2026 - May 30, 2026",2026-05-30,"June 04, 2026 3:40 AM"
,Measles virus,Nevada,Washoe,Id:1181,"350,000",CDC_Verily,No Detection,0,2,"May 24, 2026 - May 30, 2026","April 19, 2026 - May 30, 2026",2026-05-30,"June 04, 2026 3:40 AM"
,Measles virus,Nevada,Clark,Id:2470,"23,500",CDC_Verily,No Detection,0,2,"May 24, 2026 - May 30, 2026","April 19, 2026 - May 30, 2026",2026-05-30,"June 04, 2026 3:40 AM"
,Measles virus,Nevada,Washoe,Id:2450,"28,000",CDC_Verily,No Detection,0,2,"May 24, 2026 - May 30, 2026","April 19, 2026 - May 30, 2026",2026-05-30,"June 04, 2026 3:40 AM"
,Measles virus,Nevada,Elko,Id:2468,"20,800",CDC_Verily,No Detection,0,2,"May 24, 2026 - May 30, 2026","April 19, 2026 - May 30, 2026",2026-05-30,"June 04, 2026 3:40 AM"
,Measles virus,Nevada,Carson City,Id:1182,"60,000",CDC_Verily,No Detection,0,2,"May 24, 2026 - May 30, 2026","April 19, 2026 - May 30, 2026",2026-05-30,"June 04, 2026 3:40 AM"
,Measles virus,Nevada,Clark,Id:1179,"1,250,000","CDC_Verily, WastewaterSCAN",No Detection,0,3,"May 24, 2026 - May 30, 2026","April 19, 2026 - May 30, 2026",2026-05-30,"June 04, 2026 3:40 AM"
,Measles virus,Nevada,Clark,Id:2557,"15,023",CDC_Verily,No Detection,0,1,"May 24, 2026 - May 30, 2026","April 19, 2026 - May 30, 2026",2026-05-30,"June 04, 2026 3:40 AM"
,Measles virus,New Hampshire,Strafford,Id:2442,"30,000",WastewaterSCAN,No Detection,0,3,"May 24, 2026 - May 30, 2026","April 19, 2026 - May 30, 2026",2026-05-30,"June 04, 2026 3:40 AM"
,Measles virus,New Hampshire,Sullivan,Id:1198,"6,000",CDC_Verily,No Detection,0,1,"May 24, 2026 - May 30, 2026","April 19, 2026 - May 30, 2026",2026-05-30,"June 04, 2026 3:40 AM"
,Measles virus,New Hampshire,Rockingham,Id:2695,"12,500",CDC_Verily,No Detection,0,2,"May 24, 2026 - May 30, 2026","April 19, 2026 - May 30, 2026",2026-05-30,"June 04, 2026 3:40 AM"
,Measles virus,New Hampshire,"Cumberland, Oxford, Belknap, Carroll",Id:1183,"6,500",CDC_Verily,No Detection,0,2,"May 24, 2026 - May 30, 2026","April 19, 2026 - May 30, 2026",2026-05-30,"June 04, 2026 3:40 AM"
,Measles virus,New Jersey,Cumberland,Id:1204,"50,000",WastewaterSCAN,No Detection,0,2,"May 24, 2026 - May 30, 2026","April 19, 2026 - May 30, 2026",2026-05-30,"June 04, 2026 3:40 AM"
,Measles virus,New Jersey,Monmouth,Id:1215,"52,672",WastewaterSCAN,No Detection,0,3,"May 24, 2026 - May 30, 2026","April 19, 2026 - May 30, 2026",2026-05-30,"June 04, 2026 3:40 AM"
,Measles virus,New Jersey,"Essex, Hudson, Passaic, Union, Bergen",Id:1206,"1,500,000",WastewaterSCAN,No Detection,0,2,"May 24, 2026 - May 30, 2026","April 19, 2026 - May 30, 2026",2026-05-30,"June 04, 2026 3:40 AM"
,Measles virus,New Jersey,Somerset,Id:2637,"130,000",WastewaterSCAN,No Detection,0,3,"May 24, 2026 - May 30, 2026","April 19, 2026 - May 30, 2026",2026-05-30,"June 04, 2026 3:40 AM"
,Measles virus,New Jersey,Monmouth,Id:2636,"100,000",WastewaterSCAN,No Detection,0,3,"May 24, 2026 - May 30, 2026","April 19, 2026 - May 30, 2026",2026-05-30,"June 04, 2026 3:40 AM"
,Measles virus,New Jersey,Monmouth,Id:1217,"50,000",WastewaterSCAN,No Detection,0,3,"May 24, 2026 - May 30, 2026","April 19, 2026 - May 30, 2026",2026-05-30,"June 04, 2026 3:40 AM"
,Measles virus,New Mexico,"Sandoval, Bernalillo",Id:1226,"650,000",CDC_Verily,No Detection,0,2,"May 24, 2026 - May 30, 2026","April 19, 2026 - May 30, 2026",2026-05-30,"June 04, 2026 3:40 AM"
,Measles virus,New Mexico,Santa Fe,Id:1243,"87,000",CDC_Verily,No Detection,0,1,"May 24, 2026 - May 30, 2026","April 19, 2026 - May 30, 2026",2026-05-30,"June 04, 2026 3:40 AM"
,Measles virus,New York,Tompkins,Id:1431,"90,000",WastewaterSCAN,No Detection,0,1,"May 24, 2026 - May 30, 2026","April 19, 2026 - May 30, 2026",2026-05-30,"June 04, 2026 3:40 AM"
,Measles virus,New York,Oswego,Id:1378,"30,000",WastewaterSCAN,No Detection,0,3,"May 24, 2026 - May 30, 2026","April 19, 2026 - May 30, 2026",2026-05-30,"June 04, 2026 3:40 AM"
,Measles virus,North Carolina,"Forsyth, Guilford, Randolph, Davidson",Id:1469,"116,390",State_Territory,No Detection,0,1,"May 24, 2026 - May 30, 2026","April 19, 2026 - May 30, 2026",2026-05-30,"June 04, 2026 3:40 AM"
,Measles virus,North Carolina,"Buncombe, Henderson",Id:1450,"173,000",State_Territory,No Detection,0,1,"May 24, 2026 - May 30, 2026","April 19, 2026 - May 30, 2026",2026-05-30,"June 04, 2026 3:40 AM"
,Measles virus,North Carolina,"Northampton, Halifax",Id:1470,"14,320",State_Territory,No Detection,0,1,"May 24, 2026 - May 30, 2026","April 19, 2026 - May 30, 2026",2026-05-30,"June 04, 2026 3:40 AM"
,Measles virus,North Carolina,"Greene, Lenoir",Id:1473,"25,000","CDC_Verily, WastewaterSCAN",No Detection,0,2,"May 24, 2026 - May 30, 2026","April 19, 2026 - May 30, 2026",2026-05-30,"June 04, 2026 3:40 AM"
,Measles virus,North Carolina,Cabarrus,Id:1451,"6,898",State_Territory,No Detection,0,1,"May 24, 2026 - May 30, 2026","April 19, 2026 - May 30, 2026",2026-05-30,"June 04, 2026 3:40 AM"
,Measles virus,North Carolina,New Hanover,Id:1484,"67,743",State_Territory,No Detection,0,1,"May 24, 2026 - May 30, 2026","April 19, 2026 - May 30, 2026",2026-05-30,"June 04, 2026 3:40 AM"
,Measles virus,North Carolina,New Hanover,Id:1483,"58,361",State_Territory,No Detection,0,1,"May 24, 2026 - May 30, 2026","April 19, 2026 - May 30, 2026",2026-05-30,"June 04, 2026 3:40 AM"
,Measles virus,North Carolina,Rowan,Id:1491,"21,000",CDC_Verily,No Detection,0,2,"May 24, 2026 - May 30, 2026","April 19, 2026 - May 30, 2026",2026-05-30,"June 04, 2026 3:40 AM"
,Measles virus,North Carolina,Watauga,Id:1504,"26,000",CDC_Verily,No Detection,0,2,"May 24, 2026 - May 30, 2026","April 19, 2026 - May 30, 2026",2026-05-30,"June 04, 2026 3:40 AM"
,Measles virus,North Carolina,Cumberland,Id:1459,"151,589",State_Territory,No Detection,0,1,"May 24, 2026 - May 30, 2026","April 19, 2026 - May 30, 2026",2026-05-30,"June 04, 2026 3:40 AM"
,Measles virus,North Carolina,"Swain, Jackson",Id:1495,"10,000",CDC_Verily,No Detection,0,2,"May 24, 2026 - May 30, 2026","April 19, 2026 - May 30, 2026",2026-05-30,"June 04, 2026 3:40 AM"
,Measles virus,North Carolina,Wilson,Id:1505,"49,384","State_Territory, WastewaterSCAN",No Detection,0,3,"May 24, 2026 - May 30, 2026","April 19, 2026 - May 30, 2026",2026-05-30,"June 04, 2026 3:40 AM"
,Measles virus,North Carolina,Rowan,Id:1490,"32,000",CDC_Verily,No Detection,0,2,"May 24, 2026 - May 30, 2026","April 19, 2026 - May 30, 2026",2026-05-30,"June 04, 2026 3:40 AM"
,Measles virus,North Carolina,"Durham, Orange",Id:1486,"78,141",State_Territory,No Detection,0,1,"May 24, 2026 - May 30, 2026","April 19, 2026 - May 30, 2026",2026-05-30,"June 04, 2026 3:40 AM"
,Measles virus,North Carolina,Wake,Id:1457,"75,886",State_Territory,No Detection,0,1,"May 24, 2026 - May 30, 2026","April 19, 2026 - May 30, 2026",2026-05-30,"June 04, 2026 3:40 AM"
,Measles virus,North Carolina,Onslow,Id:1485,"41,819",State_Territory,No Detection,0,1,"May 24, 2026 - May 30, 2026","April 19, 2026 - May 30, 2026",2026-05-30,"June 04, 2026 3:40 AM"
,Measles virus,North Carolina,Guilford,Id:1468,"135,821",State_Territory,No Detection,0,1,"May 24, 2026 - May 30, 2026","April 19, 2026 - May 30, 2026",2026-05-30,"June 04, 2026 3:40 AM"
,Measles virus,North Carolina,Wake,Id:1500,"74,331",State_Territory,No Detection,0,1,"May 24, 2026 - May 30, 2026","April 19, 2026 - May 30, 2026",2026-05-30,"June 04, 2026 3:40 AM"
,Measles virus,North Carolina,Scotland,Id:1492,"15,527",State_Territory,No Detection,0,1,"May 24, 2026 - May 30, 2026","April 19, 2026 - May 30, 2026",2026-05-30,"June 04, 2026 3:40 AM"
,Measles virus,North Carolina,"Pender, Duplin",Id:1460,"10,000",CDC_Verily,No Detection,0,2,"May 24, 2026 - May 30, 2026","April 19, 2026 - May 30, 2026",2026-05-30,"June 04, 2026 3:40 AM"
,Measles virus,North Carolina,Jackson,Id:1472,"13,296",State_Territory,No Detection,0,1,"May 24, 2026 - May 30, 2026","April 19, 2026 - May 30, 2026",2026-05-30,"June 04, 2026 3:40 AM"
,Measles virus,North Carolina,Cabarrus,Id:1452,"226,400",State_Territory,No Detection,0,1,"May 24, 2026 - May 30, 2026","April 19, 2026 - May 30, 2026",2026-05-30,"June 04, 2026 3:40 AM"
,Measles virus,North Carolina,Forsyth,Id:1463,"92,000",WastewaterSCAN,No Detection,0,2,"May 24, 2026 - May 30, 2026","April 19, 2026 - May 30, 2026",2026-05-30,"June 04, 2026 3:40 AM"
,Measles virus,Ohio,"Portage, Summit",Id:1678,"365,000",WastewaterSCAN,No Detection,0,3,"May 24, 2026 - May 30, 2026","April 19, 2026 - May 30, 2026",2026-05-30,"June 04, 2026 3:40 AM"
,Measles virus,Ohio,Mahoning,Id:1622,"174,000",WastewaterSCAN,No Detection,0,3,"May 24, 2026 - May 30, 2026","April 19, 2026 - May 30, 2026",2026-05-30,"June 04, 2026 3:40 AM"
,Measles virus,Oklahoma,Garfield,Id:1701,"50,350",CDC_Verily,No Detection,0,1,"May 24, 2026 - May 30, 2026","April 19, 2026 - May 30, 2026",2026-05-30,"June 04, 2026 3:40 AM"
,Measles virus,Oregon,Linn,Id:1738,"57,785",State_Territory,No Detection,0,1,"May 24, 2026 - May 30, 2026","April 19, 2026 - May 30, 2026",2026-05-30,"June 04, 2026 3:40 AM"
,Measles virus,Oregon,Coos,Id:1722,"9,975",State_Territory,No Detection,0,1,"May 24, 2026 - May 30, 2026","April 19, 2026 - May 30, 2026",2026-05-30,"June 04, 2026 3:40 AM"
,Measles virus,Oregon,Lincoln,Id:1736,"10,400",State_Territory,No Detection,0,1,"May 24, 2026 - May 30, 2026","April 19, 2026 - May 30, 2026",2026-05-30,"June 04, 2026 3:40 AM"
,Measles virus,Oregon,Benton,Id:1716,"58,856",State_Territory,No Detection,0,1,"May 24, 2026 - May 30, 2026","April 19, 2026 - May 30, 2026",2026-05-30,"June 04, 2026 3:40 AM"
,Measles virus,Oregon,Marion,Id:1740,"26,273",State_Territory,No Detection,0,1,"May 24, 2026 - May 30, 2026","April 19, 2026 - May 30, 2026",2026-05-30,"June 04, 2026 3:40 AM"
,Measles virus,Oregon,Lincoln,Id:1735,"8,865",State_Territory,No Detection,0,1,"May 24, 2026 - May 30, 2026","April 19, 2026 - May 30, 2026",2026-05-30,"June 04, 2026 3:40 AM"
